fecha,precio
2020-11-01,67.91390624999994
2020-11-08,67.91390624999994
2020-11-15,67.91390624999994
2020-11-22,68.91466666666666
2020-11-29,68.91466666666666
2020-12-06,68.91466666666666
2020-12-13,68.91466666666666
2020-12-20,68.91466666666666
2020-12-27,76.46457142857139
2021-01-03,76.46457142857139
2021-01-10,76.46457142857139
2021-01-17,76.46457142857139
2021-01-24,81.69009900990092
2021-01-31,81.69009900990092
2021-02-07,81.69009900990092
2021-02-14,81.69009900990092
2021-02-21,85.08012500000001
2021-02-28,85.08012500000001
2021-03-07,85.08012500000001
2021-03-14,85.08012500000001
2021-03-21,91.91076556427522
2021-03-28,91.91076556427522
2021-04-04,91.91076556427522
